run,experiment,data_kind,n,mode,trials,queries_per_trial,median_ms_median,median_ms_min,median_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,accept_median_ms_median,accept_median_ms_min,accept_median_ms_max,accept_cpu_mean_ms_median,accept_cpu_mean_ms_min,accept_cpu_mean_ms_max,rss_after_MiB_median,rss_after_MiB_min,rss_after_MiB_max,rss_before_MiB_median,rss_before_MiB_min,rss_before_MiB_max,mean_json_body_bytes_median,mean_json_body_bytes_min,mean_json_body_bytes_max
HPC,memory_pressure,synthetic,512,leaf,5,200,0.8192405,0.815212,0.8279915,0.82419285,0.8195896,0.90650455,0.8394415799999995,0.82383058,0.927707,0.8188095,0.8146819999999999,0.8275980000000001,0.81586031,0.81186066,0.83313462,86.1953125,86.1484375,86.45703125,85.66015625,85.61328125,85.96484375,0,0,0
HPC,memory_pressure,synthetic,4096,ext_cached,5,200,0.1768905,0.175941,0.17749,0.18149964999999998,0.18000315,0.18754824999999994,0.1906521799999994,0.18774129999999944,0.20487192999999976,0.176502,0.175565,0.17712,0.177326535,0.17612166,0.17753393,85.84765625,85.7109375,86.01953125,85.84765625,85.7109375,86.01953125,0,0,0
HPC,memory_pressure,synthetic,4096,ext_rebuild,5,200,0.1757125,0.1743905,0.178105,0.18030949999999998,0.1788126,0.18268865,0.19001533999999945,0.18514378999999934,0.20670068999999958,0.1753285,0.173987,0.1777215,0.17578404,0.1746604,0.178413915,86.01171875,85.640625,86.0390625,86.01171875,85.640625,86.0390625,0,0,0
HPC,memory_pressure,synthetic,4096,full,5,200,0.177146,0.1738385,0.17896099999999998,0.18354815,0.1780006,0.18713099999999988,0.19396045999999945,0.1859249899999997,0.2051163499999995,0.176824,0.1734635,0.17857250000000002,0.177597425,0.173739015,0.17941162,85.9375,85.84765625,85.984375,85.9375,85.84765625,85.984375,0,0,0
HPC,memory_pressure,synthetic,4096,leaf,5,200,5.2386305,5.211158,5.2465969999999995,5.262904,5.25587085,5.30719325,5.36861682,5.2876978900000005,5.770115499999999,5.237991,5.210569,5.2460015,5.226635875,5.20144702,5.23525234,88.44140625,88.40234375,88.5390625,85.88671875,85.859375,86.0390625,0,0,0
HPC,original_e2,synthetic,512,B1_verified,5,200,0.130378,0.126415,0.1316775,0.13455430000000002,0.1296527,0.1391625,0.14517402,0.13749096999999993,0.14796593999999993,,,,,,,,,,,,,,,
HPC,original_e2,synthetic,512,B2_full,5,200,0.130302,0.1267475,0.1322915,0.13970029999999997,0.12967605000000001,0.14252025,0.1488730799999999,0.13408882999999996,0.14973641000000001,,,,,,,,,,,,,,,
HPC,original_e2,synthetic,512,B3_leaf,5,200,0.644543,0.6377360000000001,0.6476445,0.6659037999999999,0.64133335,0.71301405,0.6739661699999999,0.66728023,0.7303142899999999,,,,,,,,,,,,,,,
HPC,original_e2,synthetic,512,B4_ext,5,200,0.12860149999999998,0.1281525,0.13138149999999998,0.1347552,0.13316485,0.14036905,0.14798091999999996,0.14451319999999998,0.14803436,,,,,,,,,,,,,,,
HPC,original_e2,synthetic,4096,B1_verified,5,200,0.1313765,0.1309705,0.133044,0.13676560000000001,0.13420100000000001,0.14455505,0.15145310999999997,0.1400522999999999,0.15308648,,,,,,,,,,,,,,,
HPC,original_e2,synthetic,4096,B2_full,5,200,0.13111850000000003,0.13029449999999998,0.1352605,0.137822,0.13351605,0.14454689999999998,0.15197865,0.13642995999999996,0.15424895999999996,,,,,,,,,,,,,,,
HPC,original_e2,synthetic,4096,B3_leaf,5,200,4.1356865,4.1118325,4.190655,4.21879605,4.1971093,4.3128974,4.255706439999999,4.22586706,4.45433439,,,,,,,,,,,,,,,
HPC,original_e2,synthetic,4096,B4_ext,5,200,0.13339600000000001,0.1312165,0.1347235,0.13857745,0.13761445,0.13998524999999998,0.15030839999999998,0.14666884999999996,0.15267291999999977,,,,,,,,,,,,,,,
Pi_Ethernet,archive_retrieval,ethereum_rpc_finalized_json,69,archive,5,200,17.401249999999997,16.643864,17.9500755,35.61954735,33.9522628,36.70425845,35.847106999999994,34.04256347,37.072500039999994,10.1704695,9.3278645,10.493077,10.841436445,10.217222855,10.99758782,27.7421875,27.3046875,30.10546875,23.96875,23.96484375,23.96875,0,0,0
Pi_Ethernet,archive_retrieval,synthetic,512,archive,5,200,1.6096215,1.5977234999999999,1.6314635000000002,1.68066315,1.65864455,1.6877564,1.8202681299999997,1.6862414,2.1672192100000003,0.5627225,0.5595465,0.5676760000000001,0.56232417,0.5599814,0.566976635,24.61328125,24.609375,24.6171875,23.98046875,23.9765625,23.98046875,0,0,0
Pi_Ethernet,archive_retrieval,synthetic,4096,archive,5,200,1.694003,1.6763240000000001,1.7000635,1.7620556499999998,1.73614035,1.7997492499999996,2.1315023499999985,1.7989484599999992,2.1525390999999994,0.590325,0.5902215,0.59362,0.592034395,0.590544235,0.596440005,24.60546875,24.59375,24.609375,23.97265625,23.97265625,23.9765625,0,0,0
Pi_Ethernet,local,ethereum_rpc_finalized_json,69,archive,5,200,10.268756,9.3355405,10.4514205,21.10521035,18.8369189,21.71964405,21.163614369999998,18.932740589999998,21.782673250000002,10.2653955,9.3314565,10.447199,11.045084935,10.185331035,11.128337205,27.2265625,26.83984375,29.01171875,23.96875,23.9609375,23.97265625,0,0,0
Pi_Ethernet,local,ethereum_rpc_finalized_json,69,ext_cached,5,200,10.301617499999999,9.338804,10.466412,21.26730855,18.878720299999998,21.677702999999998,21.34432359,18.902784,21.76191841,10.297867499999999,9.334536,10.4620695,11.062322115,10.19406251,11.103450685,27.11328125,26.73046875,29.0078125,23.94921875,23.94140625,23.95703125,0,0,0
Pi_Ethernet,local,ethereum_rpc_finalized_json,69,ext_rebuild,5,200,10.2626135,9.3007855,10.7891455,21.0123684,19.0399656,21.443322249999998,21.289007,19.081411409999998,21.52286403,10.2589745,9.297480499999999,10.785563,11.031217635,10.25147951,11.091364495,26.8359375,26.65234375,29.0078125,23.96875,23.96875,23.97265625,0,0,0
Pi_Ethernet,local,ethereum_rpc_finalized_json,69,full,5,200,10.308521500000001,9.364799,10.419355,21.010488,18.9943819,21.55212385,21.10670266,19.031501369999997,21.69694048,10.304929,9.361474999999999,10.4151055,11.032361815,10.23251083,11.096580005,27.109375,26.7265625,29.01171875,23.9765625,23.97265625,23.98046875,0,0,0
Pi_Ethernet,local,ethereum_rpc_finalized_json,69,leaf,5,200,11.0404285,10.0569985,11.5343265,20.9288758,19.70076465,22.3804947,20.97069222,19.79558982,22.49036591,11.037077,10.0539055,11.530234,11.729179325,10.979361095,11.89875172,27.04296875,26.796875,28.921875,23.9765625,23.9609375,23.98046875,0,0,0
Pi_Ethernet,local,synthetic,512,archive,5,200,0.531954,0.5265655,0.5351589999999999,0.5588546,0.5517373499999999,0.59824955,0.5766191399999995,0.5680641099999992,0.70399419,0.53076,0.525482,0.5338259999999999,0.53192742,0.526215755,0.540139985,24.31640625,24.30859375,24.32421875,23.96484375,23.9609375,23.9765625,0,0,0
Pi_Ethernet,local,synthetic,512,ext_cached,5,200,0.5318335000000001,0.5285655,0.5395110000000001,0.5594155999999999,0.5543629,0.5862981999999998,0.58290826,0.5771143899999993,0.7042575799999998,0.5304075,0.527297,0.5381685,0.53141432,0.527753425,0.540824395,24.328125,24.32421875,24.33203125,23.9765625,23.96875,23.9765625,0,0,0
Pi_Ethernet,local,synthetic,512,ext_rebuild,5,200,0.5305835,0.529315,0.539454,0.55909745,0.5568706999999999,0.58271525,0.6066886999999997,0.5705390399999999,0.7043695499999999,0.529398,0.5281485,0.5383155,0.530733855,0.52973824,0.53901247,24.328125,24.3203125,24.33203125,23.97265625,23.96484375,23.9765625,0,0,0
Pi_Ethernet,local,synthetic,512,full,5,200,0.5324905,0.529992,0.541065,0.56191615,0.5564953,0.602173,0.6014106999999995,0.5718882099999996,0.6502462399999996,0.531167,0.5287135000000001,0.5396485,0.533356685,0.53099868,0.540499615,24.32421875,24.30859375,24.33203125,23.9765625,23.95703125,23.98046875,0,0,0
Pi_Ethernet,local,synthetic,512,leaf,5,200,3.2821225,3.2556969999999996,3.318732,3.3358354,3.30075555,3.3691801,3.4281007,3.4107600799999997,3.47809441,3.2800665,3.2533725000000002,3.316204,3.279032565,3.24899741,3.313418145,24.66796875,24.65234375,24.671875,23.98046875,23.96484375,23.984375,0,0,0
Pi_Ethernet,local,synthetic,4096,archive,5,200,0.553463,0.5498705,0.5570930000000001,0.5804726,0.5778624,0.58535315,0.5988785399999997,0.5937014999999991,0.6267644699999999,0.5522875,0.5483885,0.555769,0.553557995,0.549862215,0.55624017,24.33203125,24.32421875,24.3359375,23.97265625,23.96484375,23.9765625,0,0,0
Pi_Ethernet,local,synthetic,4096,ext_cached,5,200,0.5536110000000001,0.5502594999999999,0.5587225,0.58401415,0.57960285,0.6007106,0.62507033,0.5938805199999999,0.7317055899999998,0.5523335,0.5490465,0.5575005,0.55401122,0.552542395,0.557953855,24.328125,24.31640625,24.3359375,23.96875,23.95703125,23.9765625,0,0,0
Pi_Ethernet,local,synthetic,4096,ext_rebuild,5,200,0.557898,0.5564724999999999,0.5601659999999999,0.5874451999999999,0.5809105,0.6005488999999999,0.6041217399999999,0.5889134099999999,0.7452390399999997,0.5564905,0.555157,0.5590735,0.557466355,0.554826565,0.563001275,24.33203125,24.32421875,24.3359375,23.97265625,23.96875,23.9765625,0,0,0
Pi_Ethernet,local,synthetic,4096,full,5,200,0.551491,0.5475095000000001,0.5580005,0.58378655,0.57463075,0.6049243999999999,0.6368451799999999,0.5901654099999998,0.7271672999999998,0.5502225000000001,0.5463335,0.556676,0.55454509,0.547360835,0.561657985,24.328125,24.328125,24.33203125,23.97265625,23.97265625,23.9765625,0,0,0
Pi_Ethernet,local,synthetic,4096,leaf,5,200,22.281820500000002,22.0997285,23.199097000000002,22.645118250000003,22.40213585,23.52604655,23.061915259999996,22.71432966,23.86322581,22.2785155,22.095266000000002,23.195634,22.27685924,22.09319554,23.2089478,26.07421875,26.0703125,26.08203125,23.97265625,23.96875,23.98046875,0,0,0
Pi_Ethernet,memory_pressure,ethereum_rpc_finalized_json,69,ext_cached,5,200,10.27496,9.423404999999999,10.482199000000001,21.219987800000002,18.89719655,21.7279101,21.279756369999998,18.98537852,21.789226189999997,10.2717195,9.419748,10.4773285,11.053358,10.218160605,11.070440875,91.12109375,90.7265625,93.01171875,87.97265625,87.96484375,87.97265625,0,0,0
Pi_Ethernet,memory_pressure,ethereum_rpc_finalized_json,69,ext_rebuild,5,200,10.2978845,9.2687675,10.472003,21.16342795,18.82364275,21.6201135,21.267141589999998,18.88704778,21.74062677,10.294301,9.265388000000002,10.468253,11.069045085,10.140972325,11.077046445,91.1171875,90.73828125,93.01953125,87.97265625,87.96875,87.9765625,0,0,0
Pi_Ethernet,memory_pressure,ethereum_rpc_finalized_json,69,full,5,200,10.272225500000001,9.4879545,10.4535305,21.0520341,19.0109977,21.5745559,21.14213607,19.05986884,21.70144032,10.2684855,9.483816000000001,10.4496505,11.04232937,10.187608585,11.11374814,91.23046875,90.83984375,93.0078125,87.96875,87.96484375,87.9765625,0,0,0
Pi_Ethernet,memory_pressure,ethereum_rpc_finalized_json,69,leaf,5,200,11.052225,10.1008955,11.3256535,21.7948864,19.9254336,22.36215975,22.01941166,20.092025879999998,22.47376966,11.0478915,10.0964785,11.320978,11.75458064,11.004015705,11.886399794999999,91.296875,90.85546875,93.1015625,87.9765625,87.9609375,87.9765625,0,0,0
Pi_Ethernet,memory_pressure,synthetic,512,ext_cached,5,200,0.531056,0.529463,0.538916,0.56091105,0.55881715,0.57345815,0.6152705799999996,0.5743847399999997,0.6829250199999998,0.529945,0.5283709999999999,0.53775,0.531953955,0.52931706,0.539748025,88.3359375,88.3203125,88.3359375,87.984375,87.96875,87.984375,0,0,0
Pi_Ethernet,memory_pressure,synthetic,512,ext_rebuild,5,200,0.533315,0.529426,0.5353615,0.56221625,0.5546265,0.5695363499999999,0.6038099299999999,0.5755604799999994,0.7257333199999996,0.532075,0.5282875,0.5342875,0.53241973,0.529171745,0.53726016,88.328125,88.3203125,88.3359375,87.98046875,87.96875,87.984375,0,0,0
Pi_Ethernet,memory_pressure,synthetic,512,full,5,200,0.52913,0.526658,0.5333985,0.5692321999999999,0.5588008999999999,0.60323525,0.69947852,0.6018329499999996,0.7029658199999999,0.527862,0.5255655,0.5322965,0.532021465,0.527477,0.53678821,88.328125,88.3203125,88.3359375,87.9765625,87.96875,87.984375,0,0,0
Pi_Ethernet,memory_pressure,synthetic,512,leaf,5,200,3.276178,3.2455765,3.368648,3.3234067499999997,3.29471985,3.41677625,3.4532603699999997,3.3573679899999993,3.52770595,3.2738259999999997,3.242882,3.3669165000000003,3.27094892,3.23923783,3.35996483,88.67578125,88.65625,88.6796875,87.98046875,87.9609375,87.984375,0,0,0
Pi_Ethernet,memory_pressure,synthetic,4096,ext_cached,5,200,0.5591295000000001,0.5533995,0.5606115,0.5850598499999999,0.5805008,0.5884918499999999,0.5999743199999998,0.5940091899999999,0.6016564299999999,0.5579635000000001,0.5522975,0.5593055,0.558382295,0.55317278,0.56009959,88.3359375,88.3359375,88.34765625,87.98046875,87.9765625,87.98828125,0,0,0
Pi_Ethernet,memory_pressure,synthetic,4096,ext_rebuild,5,200,0.5536760000000001,0.550898,0.5632225,0.5809151,0.57483375,0.5957671,0.5932597799999997,0.58716167,0.6091032799999994,0.5526105,0.5496015000000001,0.5616395000000001,0.55371994,0.549645915,0.562657615,88.33984375,88.33984375,88.34375,87.98046875,87.98046875,87.984375,0,0,0
Pi_Ethernet,memory_pressure,synthetic,4096,full,5,200,0.5540835,0.5514265,0.5608420000000001,0.5793439,0.5778791,0.58746785,0.5946274999999993,0.5922570699999998,0.6050534799999999,0.552861,0.550037,0.5595275,0.55301129,0.550841525,0.559518065,88.33984375,88.32421875,88.34375,87.984375,87.96484375,87.984375,0,0,0
Pi_Ethernet,memory_pressure,synthetic,4096,leaf,5,200,22.686985999999997,22.190078,23.6093865,23.015498299999997,22.4811696,24.0365813,23.17410074,22.90393303,24.218129599999997,22.683625499999998,22.186143,23.604636499999998,22.660765845,22.16255631,23.55745402,90.0859375,90.07421875,90.08984375,87.98046875,87.96875,87.984375,0,0,0
Pi_Ethernet,network,ethereum_rpc_finalized_json,69,ext_cached,5,200,81.50520900000001,75.5894145,85.935176,160.5416655,151.29070055,164.5036014,185.63850122999997,166.53650121999996,189.8921972299999,10.152315999999999,9.424007,10.366804,10.846483495,10.204690745,10.914822105,28.23046875,27.9609375,30.05078125,24.03125,24.03125,24.0390625,649418.16,606714.385,652725.68
Pi_Ethernet,network,ethereum_rpc_finalized_json,69,ext_rebuild,5,200,343.60355100000004,337.0946935,344.403588,422.98523515,412.980601,427.32558394999995,425.53468085,413.60254329,429.65263826,10.182347499999999,9.5149305,10.284774500000001,10.87747025,10.21749136,10.910997745,28.22265625,27.9453125,30.05078125,24.03125,24.01953125,24.03515625,649428.99,606724.96,652736.48
Pi_Ethernet,network,ethereum_rpc_finalized_json,69,full,5,200,80.88458,75.5992535,85.3216525,160.78440335,151.64717025,179.00394354999995,183.15437248999996,170.23586972,191.10856529999998,10.229349500000001,9.383215499999999,10.270689,10.88362714,10.21167507,10.921422925,28.22265625,27.94921875,30.046875,24.03125,24.0234375,24.0390625,649406.135,606702.435,652713.94
Pi_Ethernet,network,ethereum_rpc_finalized_json,69,leaf,5,200,83.32419,82.2564075,83.957492,162.07898014999998,153.19419670000002,166.70367185,186.96283927,172.24252499000002,190.52032626,11.0736395,10.379298,11.14351,11.66950248,10.95720094,11.719569835,28.69921875,28.0625,30.30859375,24.0390625,24.0234375,24.04296875,657317.32,614613.8,660624.4
Pi_Ethernet,network,synthetic,512,ext_cached,5,200,3.949259,3.9113615,3.985293,4.0538346,4.003741600000001,6.3307434,4.387797649999999,4.170931439999998,7.880415899999999,0.6282025,0.617656,0.6385164999999999,0.627293025,0.618040375,0.633600445,25.18359375,25.18359375,25.19140625,24.03125,24.03125,24.0390625,4729.74,4729.51,4729.775
Pi_Ethernet,network,synthetic,512,ext_rebuild,5,200,78.74995799999999,78.517417,78.802621,79.53051710000001,79.1003446,79.5992008,80.9171064999999,80.64430702999998,80.94342024999986,0.6493869999999999,0.6483595,0.661322,0.651603155,0.65094449,0.660393775,25.18359375,25.171875,25.1875,24.03515625,24.0234375,24.0390625,4739.755,4739.51,4739.775
Pi_Ethernet,network,synthetic,512,full,5,200,3.936148,3.931325,3.9552769999999997,4.06116155,3.99950925,7.732182149999999,4.38912739,4.32142215,7.82962255,0.6246195,0.61911,0.6323970000000001,0.624295705,0.61781319,0.62963863,25.1875,25.18359375,25.1875,24.0390625,24.03515625,24.0390625,4717.76,4716.74,4717.805
Pi_Ethernet,network,synthetic,512,leaf,5,200,10.7828235,10.6935365,12.43338,12.44991345,10.991733499999999,12.812031999999999,15.899806639999998,14.093987290000001,16.11726763,3.3983235,3.3820895,3.477406,3.392715655,3.373413885,3.47415626,25.4609375,25.453125,25.46875,24.03125,24.0234375,24.04296875,38166.795,38166.55,38166.92
Pi_Ethernet,network,synthetic,4096,ext_cached,5,200,4.056991,4.0013555,4.0672755,4.196791399999999,4.12691375,7.997532049999999,4.5887410499999985,4.348824859999999,8.19918334,0.644536,0.6395445,0.6497025000000001,0.64340665,0.637102125,0.64940866,25.1953125,25.19140625,25.203125,24.03125,24.02734375,24.0390625,5023.435,5022.155,5023.76
Pi_Ethernet,network,synthetic,4096,ext_rebuild,5,200,602.5021295,600.4415035,605.2180145,604.46719175,602.962291,607.33124015,605.21273273,603.9103732799999,608.3514594,0.7263310000000001,0.7239789999999999,0.7308859999999999,0.716016545,0.714205105,0.72153162,25.19140625,25.19140625,25.19921875,24.0390625,24.03515625,24.04296875,5037.37,5037.15,5037.76
Pi_Ethernet,network,synthetic,4096,full,5,200,4.039517,4.009513999999999,4.0644145,4.1178099999999995,4.1128165999999995,4.19096335,4.367304609999999,4.312221299999998,4.499376499999999,0.6480075000000001,0.6374525,0.649193,0.645840815,0.63556359,0.648575995,25.19140625,25.1875,25.19140625,24.0390625,24.03515625,24.0390625,5011.37,5011.15,5011.76
Pi_Ethernet,network,synthetic,4096,leaf,5,200,67.068322,66.24228550000001,67.128984,69.219188,68.50174285,69.3460984,69.60839808999998,68.97947391999999,69.77042837,22.709051,22.647395,23.5061505,22.713162045,22.636150165,23.496229505,27.26171875,27.25390625,27.28515625,24.03125,24.03125,24.0390625,278302.385,278302.285,278302.775
Pi_Ethernet,original_e2,synthetic,512,B1_verified,5,200,0.3941515,0.388911,0.394772,0.40550695000000003,0.40060965,0.42551624999999993,0.4381154,0.42589300999999996,0.4762523699999997,,,,,,,,,,,,,,,
